IDENT;LIBELLE;VEHICULE;VOIRIE;INSEE
T_JBO_A;Jardin Botanique;TRAM;AUTRE;33063
T_JBO_R;Jardin Botanique;TRAM;AUTRE;33063
T_BOU_A_A;Porte De Bourgogne;TRAM;AUTRE;33063
T_BOU_A_R;Porte De Bourgogne;TRAM;AUTRE;33063
T_PLACE_A;Place Du Palais;TRAM;AUTRE;33063
T_PLACE_R;Place Du Palais;TRAM;AUTRE;33063
T_PALAIS_A;Palais De Justice;TRAM;AUTRE;33063
T_MERIA_A;Meriadeck;TRAM;AUTRE;33063
T_SAIGE_A;Saige;TRAM;AUTRE;33318
T_SAIGE_R;Saige;TRAM;AUTRE;33318
T_UNITEC_A;Unitec;TRAM;AUTRE;33318
T_UNITEC_R;Unitec;TRAM;AUTRE;33318
T_MONTAI_R;Montaigne-Montesquieu;TRAM;AUTRE;33318
T_DOYEN_R;Doyen Brus;TRAM;AUTRE;33318
T_BETHA_A;Bethanie;TRAM;AUTRE;33522
T_PEIXOT_A;Peixotto;TRAM;AUTRE;33522
T_FORUM_A;Forum;TRAM;AUTRE;33522
T_FORUM_R;Forum;TRAM;AUTRE;33522
T_ROUST_A;Roustaing;TRAM;AUTRE;33522
T_ROUST_R;Roustaing;TRAM;AUTRE;33522
T_GENES_R;Barriere Saint-Genes;TRAM;AUTRE;33063
T_MUSEE_R;Musee D'Aquitaine;TRAM;AUTRE;33063
T_HDV_B_R;Hotel De Ville;TRAM;AUTRE;33063
T_GAMBET_A;Gambetta - Madd;TRAM;AUTRE;33063
T_QUINCB_R;Quinconces;TRAM;AUTRE;33063
T_GARE_A;Gare Saint-Jean;TRAM;AUTRE;33063
T_TAUZIA_R;Tauzia;TRAM;AUTRE;33063
T_MICHEL_R;Saint-Michel;TRAM;AUTRE;33063
T_BOURSE_R;Place De La Bourse;TRAM;AUTRE;33063
T_BRUNO_A;St Bruno - Hotel De Region;TRAM;AUTRE;33063
T_BRUNO_R;St Bruno - Hotel De Region;TRAM;AUTRE;33063
T_CDELM_A;Stade Chaban Delmas;TRAM;AUTRE;33063
T_AUGUS_A;Saint-Augustin;TRAM;AUTRE;33063
T_ZAY_A;Jean Zay;TRAM;QUAI;33119
T_MAREGU_R;La Maregue;TRAM;QUAI;33119
T_DRAVE_V1;Floirac Dravemont;TRAM;QUAI;33167
T_DRAVE_V2;Floirac Dravemont;TRAM;QUAI;33167
T_MITTER_R;Francois Mitterrand;TRAM;AUTRE;33281
T_VIGNY_A;Alfred De Vigny;TRAM;AUTRE;33281
T_QUATRE_A;Quatre Chemins;TRAM;AUTRE;33281
T_QUATRE_R;Quatre Chemins;TRAM;AUTRE;33281
T_LYCEES_A;Lycees De Merignac;TRAM;AUTRE;33281
T_MERIG_V2;Merignac Centre;TRAM;AUTRE;33281
T_BOUGN_A;Bougnard;TRAM;AUTRE;33318
T_CAMPO_A;Camponac Mediatheque;TRAM;AUTRE;33318
T_PESSA_V2;Pessac Centre;TRAM;AUTRE;33318
T_MEDOC_A;Cours Du Medoc;TRAM;AUTRE;33063
T_HANGAR_R;Les Hangars;TRAM;AUTRE;33063
T_PUBLIC_A;Jardin Public;TRAM;AUTRE;33063
T_GODARD_A;Camille Godard;TRAM;AUTRE;33063
T_GODARD_R;Camille Godard;TRAM;AUTRE;33063
T_EMILE_A;Emile Counord;TRAM;AUTRE;33063
T_QUINCC_R;Quinconces;TRAM;AUTRE;33063
T_AUBIE_V1;Les Aubiers;TRAM;AUTRE;33063
T_AUBIE_V2;Les Aubiers;TRAM;AUTRE;33063
T_GARE_R;Gare Saint-Jean;TRAM;AUTRE;33063
T_LORMON_A;Mairie De Lormont;TRAM;QUAI;33249
T_CARRIE_A;Carriet;TRAM;QUAI;33249
T_GARD_V2;La Gardette - Bassens - Carbon-Blanc;TRAM;QUAI;33249
T_LAURI_A;Lauriers;TRAM;QUAI;33249
T_CLAVO_V2;Claveau;TRAM;AUTRE;33063
T_BERLA_V1;Berges Du Lac;TRAM;QUAI;33063
T_BERLA_V2;Berges Du Lac;TRAM;QUAI;33063
T_QUARJ_A;Quarante Journaux;TRAM;QUAI;33063
T_PALDCO_R;Palais Des Congres;TRAM;QUAI;33063
T_PINGAL_A;Pin Galant;TRAM;QUAI;33281
T_PINGAL_R;Pin Galant;TRAM;QUAI;33281
B_AAU33_R;Avenue Ausone;BUS;CHAUSSEE;33069
B_PRO80_A;Provinces;BUS;CHAUSSEE;33013
B_PDL36_A;Pas de la Côte;BUS;CHAUSSEE_ACCESS;33550
B_MOR30_A;La Morandière;BUS;CHAUSSEE;33200
B_MOR30_R;La Morandière;BUS;HS_INTEGRAL;33200
B_JJA30_A;Jean Jaurès;BUS;CHAUSSEE_ACCESS;33200
B_VEX53_R;Villagexpo;BUS;CHAUSSEE;33449
B_COU53_A;Courbet;BUS;CHAUSSEE;33449
B_AUR48_A;Auriol;BUS;CHAUSSEE;33281
B_AUR48_R;Auriol;BUS;CHAUSSEE;33281
B_VAN03_A;Van Gogh;BUS;CHAUSSEE_ACCESS;33376
B_CHT03_R;Châtaigniers;BUS;CHAUSSEE_ACCESS;33376
B_STA16_R;Stalingrad;BUS;HS_INTEGRAL;33063
B_GEN88_R;Genêts;BUS;CHAUSSEE;33273
B_CHE88_A;La Chênaie;BUS;CHAUSSEE;33273
B_VER88_R;Verdun;BUS;CHAUSSEE;33273
B_ECO88_A;Les Ecoles;BUS;CHAUSSEE;33273
B_VAL82_R;Martignas Centre;BUS;CHAUSSEE;33273
B_STJ82_A;Les Pins;BUS;CHAUSSEE;33273
B_STJ82_R;Les Pins;BUS;CHAUSSEE;33273
B_SAU82_A;Sauternes;BUS;CHAUSSEE;33273
B_MAR82_R;St Emilion;BUS;CHAUSSEE;33273
B_CRA84_R;Cracovie;BUS;CHAUSSEE_ACCESS;33075
B_TEXP37;Parc des Expositions;BUS;TERMINUS;33063
B_CAS34_R;Pablo Casals;BUS;CHAUSSEE;33281
B_ROB34_R;Frères Robinson;BUS;CHAUSSEE;33281
B_HAY30_A;Le Haillan Rostand;BUS;CHAUSSEE;33162
B_LFA07_R;Faure - Brunet;BUS;CHAUSSEE;33063
B_TTNEUV;Terres Neuves;BUS;TERMINUS_ACCESS;33039
B_RIC74_R;Rue Richelieu;BUS;CHAUSSEE_ACCESS;33063
B_TREPUB;République;BUS;TERMINUS_ACCESS;33063
B_CVI30_R;Chemin des Vignes;BUS;CHAUSSEE_ACCESS;33376
B_RCU30_R;Route de Cujac;BUS;CHAUSSEE_ACCESS;33376
B_MER02_R;Gambetta Mériadeck;BUS;CHAUSSEE;33063
B_BED30_R;Bedat;BUS;CHAUSSEE;33281
B_RCU83_R;Les Campanules;BUS;CHAUSSEE;33376
B_DUM02_A;Eysines Centre;BUS;CHAUSSEE;33162
B_SER72_R;De Serres;BUS;CHAUSSEE;33162
B_MAU30_R;Mairie de St Aubin;BUS;CHAUSSEE;33376
B_TLP72_R;Le Plateau;BUS;CHAUSSEE_ACCESS;33162
B_PAT30_R;Pas de la Tourte;BUS;CHAUSSEE;33376
B_GAS72_A;Gasteboy;BUS;HS_INTEGRAL;33162
B_MAU30_A;Mairie de St Aubin;BUS;CHAUSSEE;33376
B_SER72_A;De Serres;BUS;CHAUSSEE;33162
B_TFA63_R;Tout y Faut;BUS;CHAUSSEE_ACCESS;33013
B_LES27_A;Les Naturelles;BUS;CHAUSSEE;33013
B_BLA80_R;Blancherie;BUS;CHAUSSEE;33013
B_GOR07_A;Halte TER La Gorp;BUS;CHAUSSEE;33003
B_VHA89_R;Lycée Václav Havel;BUS;CHAUSSEE_ACCESS;33039
B_TAS92_R;Tassigny;BUS;CHAUSSEE;33004
B_BRGA92;Lachenal;BUS;CHAUSSEE_ACCESS;33004
B_COU36_R;Le Bocage;BUS;CHAUSSEE_ACCESS;33550
B_COU36_A;Le Bocage;BUS;CHAUSSEE_ACCESS;33550
B_JAL25_A;Jallère;BUS;CHAUSSEE;33063
B_GAR07_R;La Gardette (Bassens - Carbon Blanc);BUS;CHAUSSEE;33096
B_ARN10_A;Mairie de Talence;BUS;CHAUSSEE;33522
B_MAU05_A;St Maur;BUS;CHAUSSEE;33063
B_DOU26_A;Paul Doumer;BUS;CHAUSSEE;33063
B_NIG11_A;Nigès;BUS;CHAUSSEE_ACCESS;33273
B_THA11_R;Thales;BUS;CHAUSSEE_ACCESS;33281
B_PHA11_R;Aéroparc;BUS;CHAUSSEE_ACCESS;33281
B_STA21_R;St Albe;BUS;CHAUSSEE_ACCESS;33192
B_BAS32_R;Faure - Balguerie;BUS;VOIE_PROTEGEE_ACCESS;33063
B_CZOL72;Collège Emile Zola;BUS;HS_INTEGRAL;33200
B_COU72_A;Couqueou;BUS;CHAUSSEE;33162
B_COU72_R;Couqueou;BUS;CHAUSSEE;33162
B_CAN72_A;Europe;BUS;CHAUSSEE;33162
B_CAY57_R;Caychac La Rivière;BUS;CHAUSSEE;33056
B_TLAN76;Landegrand;BUS;CHAUSSEE;33312
B_SDE07_A;St Denis;BUS;CHAUSSEE;33003
B_SDE07_R;St Denis;BUS;CHAUSSEE;33003
B_BIB05_A;Biblanque;BUS;CHAUSSEE_ACCESS;33162
B_19M02_A;19 Mars 1962;BUS;CHAUSSEE;33162
B_BLA02_A;Picot;BUS;CHAUSSEE;33162
B_BME05_R;Barrière du Médoc;BUS;CHAUSSEE_ACCESS;33063
B_FAY62_A;Fayzeau;BUS;CHAUSSEE_ACCESS;33065
B_BAU87_R;Ferme de Baugé;BUS;CHAUSSEE;33550
B_IRS48_A;IRSA;BUS;CHAUSSEE;33281
B_TRI41_A;Tridons;BUS;CHAUSSEE;33063
B_MTA10_R;Mairie de Talence;BUS;CHAUSSEE;33522
B_LAG30_R;La Gravière;BUS;CHAUSSEE_ACCESS;33200
B_STA19_A;Quai Deschamps Stalingrad;BUS;CHAUSSEE;33063
B_BUI89_A;Les Buis;BUS;CHAUSSEE_ACCESS;33550
B_TST24_R;Stalingrad;BUS;CHAUSSEE;33063
B_JAC10_A;La Jacquotte;BUS;CHAUSSEE;33167
B_CAM24_A;Campus Carreire;BUS;CHAUSSEE_ACCESS;33063
B_LJA10_R;La Jacquotte;BUS;CHAUSSEE;33167
B_PMA76_A;Place Maran;BUS;CHAUSSEE;33063
B_CAP15_R;Capucins;BUS;CHAUSSEE_ACCESS;33063
B_NUY45_R;Jean Giono;BUS;CHAUSSEE;33063
B_JAB45_R;Jardin Botanique;BUS;CHAUSSEE_ACCESS;33063
B_PYR15_R;Pyrénées;BUS;QUAI;33550
B_CTR88_R;Centre Aliénor;BUS;HS_ACCES;33281
B_PEL20_A;Peylanne;BUS;CHAUSSEE;33522
B_BAN31_A;Banlin;BUS;CHAUSSEE_ACCESS;33249
B_TRE16_R;République;BUS;CHAUSSEE;33063
B_NOY80_A;Les Noyers;BUS;CHAUSSEE;33013
B_RPM30_A;RP Mitterrand;BUS;HS_ACCES;33281
B_KEN01_A;Kennedy;BUS;CHAUSSEE;33281
B_RGA39_A;Roland Garros;BUS;CHAUSSEE_ACCESS;33281
B_LIN39_R;Becquerel;BUS;CHAUSSEE_ACCESS;33281
B_DAS39_A;Dassault;BUS;CHAUSSEE_ACCESS;33281
B_DAS39_R;Dassault;BUS;CHAUSSEE_ACCESS;33281
B_AER39_R;Aéroparc;BUS;CHAUSSEE_ACCESS;33281
B_GES36_R;Gestform;BUS;CHAUSSEE_ACCESS;33281
B_MBTD06;Mairie du Bouscat;BUS;CHAUSSEE;33069
B_STAPS_R;STAPS;BUS;CHAUSSEE;33318
B_STAPS_A;STAPS;BUS;CHAUSSEE;33318
B_STG06_R;Ste Germaine;BUS;CHAUSSEE;33069
B_ECU06_A;Les Ecus;BUS;CHAUSSEE;33069
B_SIR38_R;Sirtéma;BUS;CHAUSSEE;33162
B_LAC38_R;La Clide;BUS;CHAUSSEE;33162
B_JBL38_A;Jacques Brel;BUS;CHAUSSEE;33162
B_TCAN83;Cantinolle;BUS;TERMINUS_ACCESS;33162
B_PIN72_R;Pinsan - Piscine;BUS;CHAUSSEE;33162
B_BUS84_R;Vignes de Bussac;BUS;CHAUSSEE;33200
B_PBORG;Porte de Bourgogne;BUS;CHAUSSEE;33063
B_IRIS94;Iris;BUS;CHAUSSEE;33249
B_GOUNO;Gounod;BUS;CHAUSSEE;33039
B_ARB85_A;Arbousiers;BUS;CHAUSSEE;33519
B_RGE83_R;Route de Germignan;BUS;CHAUSSEE;33376
B_STE58_A;Ste Croix;BUS;CHAUSSEE_ACCESS;33063
B_STE58_R;Ste Croix;BUS;CHAUSSEE_ACCESS;33063
B_DES72_R;Dessolies;BUS;CHAUSSEE;33162
B_LDV24_R;Léonard de Vinci;BUS;CHAUSSEE_ACCESS;33318
B_LDV36_R;Léonard de Vinci;BUS;CHAUSSEE;33318
B_AUL22_R;Aulenti;BUS;CHAUSSEE;33312
B_VEI22_A;Simone Veil;BUS;CHAUSSEE;33312
B_CRO11_A;Cérons;BUS;CHAUSSEE;33273
B_RCR20_A;Résidence Crespy;BUS;CHAUSSEE_ACCESS;33522
B_LTONDU;Pelouse de Douet;BUS;CHAUSSEE;33063
B_ROC41_A;Docteur Rocaz;BUS;CHAUSSEE;33063
B_SAE41_A;St Saëns;BUS;CHAUSSEE;33063
B_SAE41_R;St Saëns;BUS;CHAUSSEE;33063
B_ALF10_R;Arena;BUS;CHAUSSEE_ACCESS;33167
B_JVI29_R;Jean Villar;BUS;CHAUSSEE;33075
B_DAM62_A;Domaine d'Amanieu;BUS;CHAUSSEE;33065
B_SMU29_A;Forum des Associations;BUS;CHAUSSEE;33075
B_SMU29_R;Forum des Associations;BUS;CHAUSSEE;33075
B_DOP72_A;Domaine du Pinsan;BUS;CHAUSSEE;33162
B_FPO46_A;Frères Portmann;BUS;CHAUSSEE;33063
B_TRI46_A;Trinité;BUS;CHAUSSEE_ACCESS;33063
B_LAF46_R;Lafont;BUS;CHAUSSEE;33069
B_LYC56_R;Maurian;BUS;CHAUSSEE;33056
B_CAY56_R;Caychac La Rivière;BUS;CHAUSSEE;33056
B_MON32_A;Montaigne;BUS;CHAUSSEE;33249
B_MTA32_R;Montaigne;BUS;CHAUSSEE;33249
B_APA32_A;Avenue de Paris;BUS;CHAUSSEE;33249
B_RAM93_R;La Ramade;BUS;HS_INTEGRAL;33249
B_ARC93_R;L'Archevêque;BUS;CHAUSSEE;33249
B_TEN26_R;Tenot;BUS;CHAUSSEE;33063
B_JUI81_R;Maréchal Juin;BUS;CHAUSSEE;33192
B_GFAU74;G. Fauré;BUS;HS_SEMI_INTEGRE;33063
B_FDR80_R;Floirac Dravemont;BUS;TERMINUS;33167
B_BPA94_A;Bout du Parc;BUS;CHAUSSEE;33003
B_CMA49_A;Collège Claude Massé;BUS;HS_INTEGRAL;33003
B_BAU29_A;Baudon;BUS;CHAUSSEE_ACCESS;33162
B_RIG46_A;Rigal;BUS;CHAUSSEE;33069
B_LXB37_A;Luxembourg;BUS;CHAUSSEE;33056
B_TIL72_R;Tilleuls;BUS;CHAUSSEE;33162
B_TBE10_R;Thiers-Benauge;BUS;CHAUSSEE;33063
B_STA10_R;Stalingrad;BUS;CHAUSSEE;33063
B_AIA28_A;AIA;BUS;CHAUSSEE_ACCESS;33063
B_FCHAUX_A;Four à Chaux;BUS;CHAUSSEE;33519
B_GAL10_A;Galin;BUS;CHAUSSEE_ACCESS;33063
B_AER01_A;Aéroport;BUS;HS_INTEGRAL;33281
B_RCO01_R;René Coty;BUS;CHAUSSEE;33281
B_SOU32_R;Sousa Mendès;BUS;CHAUSSEE_ACCESS;33063
B_MTS90_R;Montsouris;BUS;CHAUSSEE;33032
B_BF76T_R;La Cité du Vin;BUS;HS_ACCES;33063
B_MON76_A;Montoya;BUS;CHAUSSEE;33312
B_GAM04_R;Gambetta;BUS;CHAUSSEE;33063
B_RMA50_R;Rue du Manoir;BUS;CHAUSSEE_ACCESS;33249
B_RMA50_A;Rue du Manoir;BUS;CHAUSSEE_ACCESS;33249
B_SLO46_A;Cours St Louis;BUS;CHAUSSEE;33063
B_CME46_R;Cours du Médoc;BUS;CHAUSSEE;33063
B_ANA42_R;Anatole France;BUS;CHAUSSEE;33281
B_EMI41_A;Migron;BUS;CHAUSSEE;33063
B_RGA41_A;Roland Garros;BUS;CHAUSSEE_ACCESS;33063
B_RGA41_R;Roland Garros;BUS;CHAUSSEE;33063
B_LAM10_R;Les Harmonies;BUS;CHAUSSEE;33522
B_BEL77_R;Belair;BUS;CHAUSSEE;33056
B_BEL77_A;Belair;BUS;CHAUSSEE;33056
B_ARI71_R;Ariane;BUS;CHAUSSEE_ACCESS;33200
B_ACE72_A;Aimé Césaire;BUS;CHAUSSEE;33162
B_ACE72_R;Aimé Césaire;BUS;CHAUSSEE;33162
B_ZAM24_A;ZA Magellan;BUS;CHAUSSEE_ACCESS;33318
B_DOM41_A;Domion;BUS;AUTRE;33063
B_AUB84_A;Les Aubiers;BUS;CHAUSSEE;33063
B_RAV45_R;Place Ravezies;BUS;CHAUSSEE_ACCESS;33063
B_COT01_A;René Coty;BUS;CHAUSSEE_ACCESS;33281
B_GAM02_A;Gambetta;BUS;CHAUSSEE_ACCESS;33063
B_PAL58_A;Paludate;BUS;CHAUSSEE;33063
B_INR08_R;INRIA;BUS;CHAUSSEE;33522
B_BER37_A;Berges du Lac;BUS;CHAUSSEE_ACCESS;33063
B_RAV07_A;Place Ravezies;BUS;CHAUSSEE;33069
B_HAN45_A;Les Hangars;BUS;CHAUSSEE;33063
B_HAN69_A;Les Hangars (Médoc);BATEAU;PONTON;33063
B_QUI69_A;Quinconces (Jean Jaurès);BATEAU;PONTON;33063
B_STA69_A;Stalingrad (Parlier);BATEAU;PONTON;33063
B_ROC11_A;Rocquevielle;BUS;CHAUSSEE_ACCESS;33281
B_ROC11_R;Rocquevielle;BUS;CHAUSSEE_ACCESS;33281
B_MAG11_R;Marchegay;BUS;HS_INTEGRAL;33273
B_BOR11_R;Colonel Bourgoin;BUS;HS_INTEGRAL;33273
B_LEC11_R;Maréchal Leclerc;BUS;CHAUSSEE_ACCESS;33273
B_MTY11_R;Martyrs;BUS;HS_INTEGRAL;33273
B_MTY11_A;Martyrs;BUS;CHAUSSEE;33273
B_PYR11_R;Pyrénées;BUS;CHAUSSEE;33273
B_PYR11_A;Pyrénées;BUS;CHAUSSEE;33273
B_ALI11_A;Collège Aliénor d'Aquitaine;BUS;CHAUSSEE_ACCESS;33273
B_SAP11_R;Sapinettes;BUS;CHAUSSEE;33273
B_SAP11_A;Sapinettes;BUS;CHAUSSEE;33273
B_TMARTI;St Emilion;BUS;CHAUSSEE;33273
B_PRAV35;Place Ravezies;BUS;HS_INTEGRAL;33063
B_ARC11_R;Arches de l'Estey;BUS;CHAUSSEE;33039
B_TSUL02;Hippodrome;BUS;TERMINUS_ACCESS;33069
B_MSO48_A;Mérignac Soleil (Porte 1);BUS;CHAUSSEE;33281
B_BPA93_R;Bout du Parc;BUS;CHAUSSEE;33003
B_TBEA50;Beaudésert;BUS;HS_INTEGRAL;33281
B_FOY93_R;Foyer Municipal;BUS;HS_INTEGRAL;33096
B_SAL23_A;Salinières;BUS;CHAUSSEE;33063
B_MAM93_A;Mairie d'Ambarès;BUS;HS_INTEGRAL;33003
B_BOI94_R;Bois Vert;BUS;CHAUSSEE;33003
B_FAYZE_A;Fayzeau;BUS;HS_SEMI_INTEGRE;33065
B_MFR94_R;Mendès France;BUS;CHAUSSEE;33003
B_CBL93_R;Carbon Blanc Centre;BUS;CHAUSSEE_ACCESS;33096
B_ASS27_A;Pôle emploi Bastide;BUS;CHAUSSEE;33063
B_FLI06_A;Floirac Libération;BUS;CHAUSSEE_ACCESS;33167
B_AMB94_R;Ambarès Eglise;BUS;CHAUSSEE;33003
B_MRT51_R;Martin;BUS;CHAUSSEE;33281
B_BER07_A;Berliquet;BUS;CHAUSSEE;33065
B_JAB94_R;Jambes;BUS;CHAUSSEE;33003
B_AQU57_A;Ausone;BUS;HS_SEMI_INTEGRE;33075
B_SEM06_A;Sembat;BUS;CHAUSSEE_ACCESS;33063
B_QSO06_A;Arena;BUS;CHAUSSEE_ACCESS;33167
B_CEN38_A;Centre Commercial (4 Pavillons);BUS;CHAUSSEE;33249
B_EFM32_A;Esplanade F. Mitterrand;BUS;CHAUSSEE_ACCESS;33249
B_MIT06_R;Mitterrand;BUS;CHAUSSEE;33167
B_MIT06_A;Mitterrand;BUS;CHAUSSEE;33167
B_CDEL9_A;Stade Chaban Delmas;BUS;CHAUSSEE_ACCESS;33063
B_CARN9_A;Carnot;BUS;CHAUSSEE;33063
B_SMA09_A;Médoc (Place St Martial);BUS;CHAUSSEE_ACCESS;33063
B_BSM09_R;Barrière St Médard;BUS;CHAUSSEE_ACCESS;33063
B_JPA09_R;Cité Administrative;BUS;VOIE_PROTEGEE_ACCESS;33063
B_BPE09_R;Barrière de Pessac;BUS;CHAUSSEE_ACCESS;33063
B_PCAU9_R;Pont de Cauderès;BUS;HS_INTEGRAL;33063
B_BTOU9_R;Barrière de Toulouse;BUS;CHAUSSEE;33063
B_E2M05_A;Entre-Deux-Mers;BUS;HS_INTEGRAL;33119
B_EGL32_A;Eglise de Floirac;BUS;CHAUSSEE;33167
B_EGL32_R;Eglise de Floirac;BUS;CHAUSSEE;33167
B_SNI20_R;St Nicolas;BUS;CHAUSSEE;33063
B_MAR51_A;Martyrs de la Résistance;BUS;CHAUSSEE;33063
B_BAT16_R;Stade Batany;BUS;HS_INTEGRAL;33063
B_ADM16_R;Cité administrative;BUS;CHAUSSEE_ACCESS;33063
B_MON16_R;Montesquieu;BUS;CHAUSSEE_ACCESS;33281
B_ARC80_R;Archimède;BUS;HS_INTEGRAL;33318
B_PDO01_A;Paul Doumer;BUS;CHAUSSEE_ACCESS;33063
B_JPU15_R;Jardin Public;BUS;VOIE_PROTEGEE;33063
B_RST53_R;Rue du Stade;BUS;CHAUSSEE;33200
B_BOU50_A;Bourranville;BUS;CHAUSSEE;33281
B_MDO50_R;Marx Dormoy;BUS;CHAUSSEE;33281
B_CHA13_R;La Chartreuse;BUS;CHAUSSEE_ACCESS;33063
B_JMA73_R;Jean Macé;BUS;CHAUSSEE;33281
B_DAG36_A;Lycée Daguin;BUS;HS_INTEGRAL;33281
B_PEX55_R;Pexotto;BUS;CHAUSSEE;33519
B_HGU06_A;Hauts de Guitres;BUS;CHAUSSEE;33167
B_PFL36_R;Place Florale;BUS;CHAUSSEE;33162
B_BIB02_A;Bibliothèque;BUS;HS_SEMI_INTEGRE;33039
B_ACA24_R;Châtaigneraie;BUS;CHAUSSEE_ACCESS;33318
B_MON91_R;Herzog;BUS;CHAUSSEE;33004
B_PBR62_R;Brossolette;BUS;CHAUSSEE;33119
B_HIL02_R;Clos de Hilde;BUS;CHAUSSEE;33039
B_SOU03_R;Sourdis;BUS;CHAUSSEE;33249
B_EXU91_R;Frachon;BUS;CHAUSSEE_ACCESS;33004
B_LVE46_A;Lino Ventura;BUS;CHAUSSEE_ACCESS;33318
B_AND58_A;La Renney;BUS;CHAUSSEE_ACCESS;33056
B_SBR10_R;St Bruno - Hôtel de Région;BUS;CHAUSSEE;33063
B_RCO94_R;René Coty (Pasteur);BUS;HS_INTEGRAL;33003
B_RES53_R;Résidence Chanteclerc;BUS;CHAUSSEE;33200
B_GRA02_A;Les Gravières;BUS;CHAUSSEE;33550
B_RME36_R;Route du Médoc;BUS;CHAUSSEE;33075
B_HCA56_A;Cimbats;BUS;CHAUSSEE;33056
B_CNO36_R;Cimetière Nord;BUS;CHAUSSEE;33075
B_UMK36_A;Bruges Centre;BUS;CHAUSSEE;33075
B_FLU02_A;Port Garonne;BUS;CHAUSSEE;33039
B_ORE34_R;L'Orée du Bois;BUS;CHAUSSEE_ACCESS;33550
B_COJEAN;Courréjean;BUS;HS_INTEGRAL;33550
B_THS41_A;Le Dôme;BUS;CHAUSSEE_ACCESS;33522
B_MIGRO;Migron;BUS;CHAUSSEE_ACCESS;33162
B_AUS57_R;Les Méridiennes;BUS;CHAUSSEE;33069
B_LJM06_R;Lycée Jean Monnet;BUS;CHAUSSEE;33056
B_CAT94_A;C.A.T;BUS;CHAUSSEE;33003
B_BOI46_R;Boiron;BUS;CHAUSSEE_ACCESS;33318
B_LIG94_A;Lignac;BUS;CHAUSSEE;33003
B_MSE21_R;Mansencal;BUS;CHAUSSEE_ACCESS;33550
B_BTO20_A;Barrière de Toulouse;BUS;CHAUSSEE;33063
B_RPI20_A;Hôpital Robert Picqué;BUS;HS_INTEGRAL;33550
B_RCA21_A;Résidence Le Château;BUS;CHAUSSEE_ACCESS;33550
B_PYR20_R;Trigan;BUS;CHAUSSEE;33550
B_MAY20_R;Villenave Centre (Pont de la Maye);BUS;CHAUSSEE;33039
B_JOF20_R;Maréchal Joffre;BUS;HS_INTEGRAL;33039
B_FAV20_R;Farvarque;BUS;CHAUSSEE_ACCESS;33039
B_BAG20_R;Bagatelle;BUS;CHAUSSEE;33039
B_PYR20_A;Trigan;BUS;CHAUSSEE;33550
B_CAM21_R;Camparian;BUS;CHAUSSEE;33550
T_PICOT_A;Picot;TRAM;QUAI;33162
T_CRACO_A;Cracovie;TRAM;QUAI;33063
B_ROMAIN;Romainville;BUS;TERMINUS;33318
B_POI27_R;Poirson;BUS;CHAUSSEE;33063
B_AMI62_R;Rue de l'Amitié;BUS;CHAUSSEE;33119
B_MSE21_A;Mansencal;BUS;CHAUSSEE;33550
B_JUD54_A;Jude;BUS;CHAUSSEE;33162
B_HUT36_R;La Hutte;BUS;CHAUSSEE;33075
B_PAR48_A;Rue de Paris;BUS;CHAUSSEE;33281
B_MON35_A;Montaigne;BUS;CHAUSSEE;33281
B_COI20_A;Coin;BUS;CHAUSSEE;33550
B_TER20_A;Terrefort;BUS;CHAUSSEE;33550
B_MET71_A;Métairie;BUS;CHAUSSEE;33449
B_COS53_R;COSEC;BUS;CHAUSSEE;33449
B_PAST9_A;Pasteur;BUS;CHAUSSEE_ACCESS;33063
B_AFR21_A;Anatole France;BUS;CHAUSSEE_ACCESS;33550
B_GEN21_R;La Générale;BUS;CHAUSSEE;33550
B_8MA05_R;8 Mai 1945;BUS;CHAUSSEE_ACCESS;33119
B_DOT23_A;Dotézac;BUS;CHAUSSEE;33039
B_REOL9_A;Rue de la Réole;BUS;CHAUSSEE;33063
B_FFE48_R;Francisco Ferrer;BUS;CHAUSSEE;33063
B_MOU55_A;Moussa;BUS;CHAUSSEE;33162
B_BBE23_A;Barrière de Bègles;BUS;CHAUSSEE;33063
B_EC982_R;Le Haillan Rostand;BUS;CHAUSSEE_ACCESS;33281
B_CAM92_R;La Campanie;BUS;CHAUSSEE_ACCESS;33003
B_MON16_A;Montesquieu;BUS;CHAUSSEE_ACCESS;33063
B_LAL20_A;Lalanne;BUS;CHAUSSEE_ACCESS;33550
B_VEL54_R;Emile Dreux;BUS;CHAUSSEE;33063
B_SNC02_A;Cité SNCF;BUS;CHAUSSEE;33063
B_LAC16_R;Lachassaigne;BUS;CHAUSSEE;33063
B_SAG02_R;Saget;BUS;CHAUSSEE;33063
B_GUT80_R;Gutenberg;BUS;CHAUSSEE;33318
B_STM72_R;Olympiades;BUS;CHAUSSEE;33281
B_GAU01_A;Gaussen;BUS;CHAUSSEE;33063
B_FRO92_A;Le Fronton;BUS;CHAUSSEE;33003
B_FLE36_R;Gare de Bruges;BUS;CHAUSSEE_ACCESS;33075
B_CRE58_A;Crébadin;BUS;CHAUSSEE;33312
B_FEL22_R;Fellonneau;BUS;CHAUSSEE;33039
B_LJM06_A;Lycée Jean Monnet;BUS;CHAUSSEE;33056
B_PWI50_R;Président Wilson;BUS;CHAUSSEE;33281
B_MON80_R;Montfort;BUS;CHAUSSEE_ACCESS;33192
B_PAU22_A;St Paulin;BUS;CHAUSSEE;33039
